date,rainfall_mm,temperature_c,malaria_cases,rain_norm,temp_norm
12/20/2015,92.12273953,27.43341755,60.95163587,0.440581294,0.866062308
12/27/2015,85.06615358,26.59204059,59.51033873,0.405872041,0.744183159
1/3/2016,86.46155999,26.5919172,46.63031694,0.412735631,0.744165285
1/10/2016,119.4657266,26.80496092,61.41548257,0.575073335,0.77502611
1/17/2016,134.9789303,25.35953142,61.59991905,0.651378181,0.565645859
1/24/2016,139.9018956,25.8548818,90.23513583,0.675592786,0.637400716
1/31/2016,111.0990399,27.78903431,81.39338528,0.533920085,0.917575805
2/7/2016,127.8996373,27.87368858,61.0777422,0.616557239,0.929838549
2/14/2016,146.4126281,26.41276109,88.27364372,0.707617148,0.718213309
2/21/2016,164.4215474,26.83240804,88.03969215,0.796197679,0.779002011
2/28/2016,139.7955472,26.46758973,83.876936,0.67506969,0.726155609
3/6/2016,149.414182,28.207604,106.679436,0.722380901,0.978208458
3/13/2016,133.9742751,26.6234165,120.9873582,0.64643658,0.748728171
3/20/2016,134.3323766,25.52525345,120.9411374,0.648197975,0.589651818
3/27/2016,175.8130489,24.71203406,103.6594239,0.852229094,0.471851482
4/3/2016,187.1248006,24.01696198,116.7397824,0.907868245,0.371165585
4/10/2016,158.12233,25.04239797,118.8475769,0.765213697,0.519706932
4/17/2016,178.327167,24.13048554,133.6529285,0.864595295,0.387610242
4/24/2016,163.3336951,23.42927007,116.8773283,0.790846856,0.286034433
5/1/2016,140.2249664,23.74555028,127.6485092,0.677181876,0.331849762
5/8/2016,156.6069441,23.22606407,117.384565,0.757759963,0.256598668
5/15/2016,175.6713762,24.9639712,113.5994259,0.851532249,0.508346283
5/22/2016,139.0708387,24.21769127,136.4878293,0.671505064,0.400242582
5/29/2016,165.3767579,23.43294121,147.2748803,0.800896076,0.286566222
6/5/2016,75.48848824,24.33523144,127.873398,0.358762347,0.417269071
6/12/2016,137.7143433,23.2389773,142.9963002,0.664832866,0.258469236
6/19/2016,116.0998812,22.49393891,131.000217,0.55851774,0.15054538
6/26/2016,101.2520538,24.10279546,118.1349799,0.485485682,0.383599146
7/3/2016,101.8352155,23.38224706,128.9641664,0.488354082,0.27922283
7/10/2016,53.01642089,22.27643059,143.4028257,0.248228916,0.119037827
7/17/2016,81.24762239,22.89588669,120.4425032,0.387089819,0.208770238
7/24/2016,85.86595821,22.47155168,134.2260548,0.409806043,0.147302438
7/31/2016,101.6744906,22.19981786,79.29309294,0.487563523,0.107939955
8/7/2016,55.55071083,23.9261131,118.628606,0.260694336,0.35800551
8/14/2016,44.04276845,24.74950533,107.6599287,0.204090182,0.477279449
8/21/2016,45.05421424,22.59218453,94.75123228,0.209065183,0.164776924
8/28/2016,68.9290104,24.14436384,94.10112932,0.326498222,0.389620607
9/4/2016,53.44766065,23.49216277,63.80985254,0.250350056,0.295144866
9/11/2016,33.30382136,23.81929817,81.74857343,0.151268487,0.342532644
9/18/2016,52.00883962,23.97052849,90.51957492,0.243272922,0.364439379
9/25/2016,42.37901854,24.0142941,96.00469434,0.19590669,0.370779124
10/2/2016,59.37289981,24.89249074,67.3304265,0.279494549,0.497991854
10/9/2016,26.39640568,24.51836149,63.42566107,0.117292959,0.443796699
10/16/2016,35.19024802,25.52938871,65.03252854,0.16054726,0.590250839
10/23/2016,36.05686238,25.53998565,75.35740624,0.164809879,0.591785877
10/30/2016,17.6023395,25.63458507,66.06859639,0.074037557,0.605489244
11/6/2016,56.54337359,25.38155776,57.98229282,0.265576949,0.568836524
11/13/2016,60.31046055,25.81328801,66.20530377,0.284106132,0.631375574
11/20/2016,60.31490964,26.92823041,60.42741112,0.284128016,0.792882531
11/27/2016,61.22437253,26.91211997,71.62373989,0.288601394,0.790548824
12/4/2016,43.80919484,26.01644079,52.83784341,0.202941302,0.66080363
12/11/2016,70.31080032,26.88471313,53.11414881,0.333294837,0.786578758
12/18/2016,78.78676981,27.42913314,52.63411743,0.374985616,0.865441682
12/25/2016,76.7222538,25.7948077,47.5614037,0.364830874,0.628698576
1/1/2017,96.77428577,27.37534211,68.92602415,0.46346087,0.857649688
1/8/2017,115.313218,26.53366047,70.18627633,0.554648377,0.735726404
1/15/2017,152.0826579,27.3702953,70.18894578,0.735506342,0.856918623
1/22/2017,124.7678495,26.38123413,69.73462352,0.601152904,0.713646416
1/29/2017,133.0343981,25.56880486,64.2855169,0.641813604,0.595960534
2/5/2017,132.5949665,25.58293148,79.18648019,0.63965217,0.59800687
2/12/2017,101.4119352,26.62074578,78.27206189,0.486272091,0.7483413
2/19/2017,144.3803674,26.61062392,78.03335228,0.69762106,0.746875079
2/26/2017,150.5836362,25.61669299,92.06457146,0.728133099,0.602897454
3/5/2017,202.3922038,26.49940215,105.1879308,0.982964071,0.730763854
3/12/2017,152.2537553,24.67665002,125.2495947,0.736347919,0.466725864
3/19/2017,164.2874559,25.56853991,110.8607097,0.795538122,0.595922154
3/26/2017,158.8682971,24.53320102,117.8206389,0.768882888,0.445946306
4/2/2017,136.6264392,24.68518913,116.5569799,0.659481788,0.467962812
4/9/2017,182.4189887,24.9331525,95.84716111,0.884721752,0.503881985
4/16/2017,173.2951697,24.05764171,118.6282204,0.839844394,0.377058319
4/23/2017,171.9216135,24.15565879,121.3501817,0.833088278,0.391256757
4/30/2017,134.9396124,24.90255626,158.4353223,0.651184788,0.499449913
5/7/2017,177.4349182,23.57932337,125.3522532,0.860206588,0.307770669
5/14/2017,116.8736236,24.36795654,129.5724735,0.562323549,0.422009523
5/21/2017,151.5245014,22.80974865,131.3209782,0.732760936,0.196292559
5/28/2017,177.8929973,23.80938499,116.9758635,0.862459744,0.341096652
6/4/2017,108.0726638,24.30836858,147.4513932,0.519034239,0.413377803
6/11/2017,109.9503386,21.45466834,138.9771018,0.528269964,0
6/18/2017,116.3519672,22.53901117,137.1529681,0.559757676,0.157074402
6/25/2017,97.16268773,23.44055909,120.9637675,0.465371304,0.287669724
7/2/2017,68.98673138,22.86287826,143.4609509,0.326782134,0.203988743
7/9/2017,94.13905868,23.26230501,104.1241742,0.45049897,0.261848412
7/16/2017,64.39498587,22.60633414,128.9147008,0.304196701,0.16682659
7/23/2017,88.19555539,23.14509731,141.7357984,0.42126464,0.244870083
7/30/2017,53.72812499,23.05880361,99.84359829,0.251729577,0.232369857
8/6/2017,96.9148033,24.09523626,100.9702032,0.464152034,0.382504145
8/13/2017,44.54757466,23.59100827,101.8111803,0.206573174,0.309463306
8/20/2017,48.64812479,23.8075037,91.29761264,0.226742563,0.340824134
8/27/2017,66.89131239,23.4619715,75.39203883,0.31647539,0.290771456
9/3/2017,22.25535213,23.60628821,95.48343521,0.096924345,0.311676709
9/10/2017,48.44822413,23.85749521,68.63699152,0.225759311,0.348065743
9/17/2017,67.88634604,24.66132073,87.91733323,0.321369665,0.464505314
9/24/2017,8.287802863,24.3243985,67.236875,0.028222115,0.415699847
10/1/2017,43.69267717,25.061368,93.14888198,0.202368187,0.522454869
10/8/2017,45.63512344,26.55280713,61.7285448,0.211922503,0.738499927
10/15/2017,57.37994839,25.94985623,63.18887487,0.269691813,0.651158405
10/22/2017,19.16001122,25.34693586,79.13478744,0.081699282,0.563821307
10/29/2017,20.4635062,26.64269845,49.35321128,0.088110787,0.751521293
11/5/2017,61.05979936,25.73119956,61.06893448,0.287791908,0.619484506
11/12/2017,61.02904857,24.79034077,76.73180762,0.287640654,0.483194739
11/19/2017,65.22249751,25.69379614,40.97268172,0.308266985,0.614066367
11/26/2017,72.84507939,25.25192359,62.2156063,0.345760203,0.550058137
12/3/2017,58.51611525,26.45467002,62.38107406,0.27528028,0.724284101
12/10/2017,83.36878072,26.82807338,66.42796903,0.397523168,0.778374107
12/17/2017,91.50250961,28.07666827,46.49600673,0.437530567,0.959241531
12/24/2017,78.48077082,27.19224056,45.27810372,0.373480497,0.831126188
12/31/2017,137.3154902,26.8416196,69.63587962,0.662871026,0.780336369
1/7/2018,116.7088592,27.57808101,69.61742914,0.561513122,0.887017791
1/14/2018,90.53286991,25.42308151,75.13349851,0.432761197,0.574851521
1/21/2018,134.4073654,27.08044573,79.70704763,0.648566823,0.814931951
1/28/2018,108.3897569,27.37182796,69.10966915,0.520593926,0.85714064
2/4/2018,149.8255769,25.68720081,85.02126843,0.72440443,0.613110989
2/11/2018,162.9592711,27.38771415,89.90150577,0.789005175,0.859441862
2/18/2018,128.4969985,26.66576565,84.08846249,0.619495482,0.754862733
2/25/2018,168.6465545,25.95901309,117.3892941,0.816979235,0.652484838
3/4/2018,161.3829801,26.49533474,103.0253155,0.781251867,0.730174661
3/11/2018,172.5421778,27.42919906,88.31972195,0.83614065,0.865451232
3/18/2018,196.1923687,25.74210214,117.6444192,0.952468922,0.621063819
3/25/2018,154.6547701,25.55466677,100.0338542,0.748157799,0.593912537
4/1/2018,144.9252767,24.81992177,126.8953461,0.700301308,0.487479748
4/8/2018,141.7722439,24.30508237,135.7755626,0.684792474,0.412901774
4/15/2018,141.9403033,25.24116614,114.0981991,0.685619109,0.548499846
4/22/2018,154.5589404,23.82558899,136.1879327,0.747686441,0.343443912
4/29/2018,159.950401,24.24824766,134.829788,0.774205436,0.404668882
5/6/2018,154.9128479,23.64878746,137.5253067,0.749427207,0.317833013
5/13/2018,161.4543099,24.11825794,153.7154212,0.781602717,0.38583899
5/20/2018,140.0473973,23.83410692,130.7928621,0.676308466,0.344677791
5/27/2018,163.1545663,24.16480002,122.955166,0.789965775,0.392580926
6/3/2018,122.5902537,22.94225906,118.0633463,0.590441956,0.21548759
6/10/2018,175.6796766,22.99590703,123.164182,0.851573075,0.223258862
6/17/2018,126.8722868,22.41170325,126.7353642,0.611504007,0.138632988
6/24/2018,90.08904969,22.72560332,132.9702406,0.430578177,0.184103539
7/1/2018,78.58215004,23.26912037,124.9477088,0.373979152,0.262835664
7/8/2018,102.4172475,23.53239493,136.8725859,0.491216924,0.300972766
7/15/2018,81.17180444,22.38360804,120.0284384,0.386716893,0.134563207
7/22/2018,93.00371666,23.6932086,131.8927398,0.444914559,0.324267716
7/29/2018,81.58136217,24.11672417,108.5541522,0.388731386,0.385616814
8/5/2018,64.45953694,23.56719325,141.4078059,0.304514208,0.306013539
8/12/2018,43.27676614,24.72667075,110.1233721,0.200322444,0.473971706
8/19/2018,24.79241062,23.02952939,89.05342981,0.109403383,0.228129289
8/26/2018,41.69066901,22.87902708,83.14929002,0.192520902,0.206328009
9/2/2018,64.00061435,22.70250839,94.45034849,0.302256904,0.180758082
9/9/2018,48.18090032,25.20751696,85.70308266,0.224444425,0.543625535
9/16/2018,16.82871538,24.84326019,92.80223,0.070232329,0.490860477
9/23/2018,43.90108607,24.58017837,86.9488173,0.203393288,0.452751292
9/30/2018,47.70634759,25.05450364,72.67572217,0.222110241,0.521460519
10/7/2018,22.76031883,24.31218424,62.96605969,0.099408127,0.413930528
10/14/2018,44.81799307,27.05209532,47.87544637,0.207903282,0.810825202
10/21/2018,45.06319981,25.66560716,59.0144014,0.209109381,0.609983002
10/28/2018,24.0132325,25.87842506,72.40036861,0.105570837,0.640811117
11/4/2018,57.77671525,26.52488896,58.90854019,0.271643391,0.73445579
11/11/2018,66.30504564,26.5537344,41.09722923,0.313591718,0.738634248
11/18/2018,81.87366537,26.55617537,57.34065164,0.390169139,0.738987839
11/25/2018,86.99215624,26.00814582,65.62380856,0.415345477,0.659602047
12/2/2018,44.56322232,27.03075731,48.6561913,0.20665014,0.807734246
12/9/2018,59.96720598,28.13259766,61.89079584,0.282417765,0.967343282
12/16/2018,95.94176549,27.84495618,65.03791988,0.459365949,0.925676466
12/23/2018,103.0435182,28.07862203,47.4079395,0.494297364,0.959524547
12/30/2018,110.3009537,26.637139,69.66602915,0.529994536,0.750715969
1/6/2019,184.2868306,26.30477373,72.78302738,0.893909113,0.702570609
1/13/2019,125.7767501,26.88282539,84.12419922,0.606115386,0.786305306
1/20/2019,143.987606,26.95452298,83.19529374,0.695689184,0.796691188
1/27/2019,146.9634256,27.59815639,63.73793339,0.710326357,0.889925845
2/3/2019,147.1117098,25.53748594,67.98032359,0.711055723,0.591423777
2/10/2019,133.4819746,27.65777154,91.56505929,0.6440151,0.898561504
2/17/2019,160.0900293,26.31821264,97.82611092,0.774892226,0.704517325
2/24/2019,133.9225277,25.95089788,103.1805722,0.64618205,0.651309295
3/3/2019,148.3909894,25.34391437,149.5720984,0.71734812,0.563383624
3/10/2019,146.3937036,24.68131439,109.46605,0.707524064,0.46740153
3/17/2019,159.8939918,26.19101517,117.3925636,0.773927976,0.686091912
3/24/2019,205.8557038,25.43223494,122.1780554,1,0.576177457
3/31/2019,122.6546961,24.23850177,124.2670259,0.59075893,0.403257124
4/7/2019,173.2877363,23.99341829,113.0891848,0.839807831,0.367755122
4/14/2019,126.0021916,24.42488177,130.0540176,0.607224267,0.430255529
4/21/2019,146.6623372,25.59316274,112.3535166,0.708845393,0.599488938
4/28/2019,174.9063735,24.01643735,125.0345936,0.847769427,0.371089588
5/5/2019,150.6646323,22.93094761,125.8362222,0.728531495,0.21384905
5/12/2019,123.3557493,23.61095191,132.9363951,0.594207202,0.312352277
5/19/2019,125.4812853,23.40963695,155.5134223,0.604662083,0.283190441
5/26/2019,147.6758398,21.55070141,109.5928177,0.713830511,0.013911041
6/2/2019,113.2760577,23.26126413,142.9726418,0.54462819,0.261697635
6/9/2019,125.605465,23.02316531,108.601315,0.605272886,0.227207408
6/16/2019,115.2703767,23.58418231,125.9974023,0.554437653,0.308474519
6/23/2019,94.20019386,24.33087787,141.9438241,0.450799675,0.416638427
6/30/2019,142.8788818,23.79360555,126.3987794,0.690235698,0.338810893
7/7/2019,105.4461796,22.81428081,114.0134496,0.506115343,0.196949074
7/14/2019,45.13820841,22.25455563,110.2887712,0.209478326,0.115869091
7/21/2019,82.45279307,24.88583632,123.6055039,0.393017696,0.497027916
7/28/2019,58.88088038,23.20923058,102.9656346,0.277074452,0.254160222
8/4/2019,82.96478189,23.28753932,110.363279,0.395536018,0.265503774
8/11/2019,44.36222574,23.39602612,103.162226,0.205661497,0.281218821
8/18/2019,52.79462628,23.70984117,96.52011632,0.247137974,0.326677055
8/25/2019,60.72071363,23.64923309,118.7273291,0.286124046,0.317897565
9/1/2019,64.18774234,23.54604916,95.26770778,0.303177331,0.302950675
9/8/2019,19.8930973,23.77748468,63.08292505,0.085305115,0.336475677
9/15/2019,35.05346624,24.36227695,83.47167584,0.159874471,0.421186796
9/22/2019,30.93856133,24.2386903,69.32852823,0.139634475,0.403284433
9/29/2019,26.93341535,24.35953355,87.77886914,0.11993435,0.420789396
10/6/2019,75.74655236,25.17452773,61.61733544,0.360031688,0.538846823
10/13/2019,49.84312517,25.16158488,65.67677577,0.232620415,0.536971963
10/20/2019,18.68134635,26.62794742,73.43242818,0.079344871,0.749384506
10/27/2019,65.2298774,23.94616984,72.51264541,0.308303284,0.360910864
11/3/2019,93.06409199,26.78090712,43.93585838,0.445211527,0.771541754
11/10/2019,75.73866032,27.08928758,53.03207974,0.35999287,0.816212752
11/17/2019,29.82524119,24.94808339,51.5631368,0.134158384,0.506044827
11/24/2019,56.23143374,26.32159662,49.16004921,0.26404261,0.705007519
12/1/2019,97.45483266,26.44072085,83.44793142,0.466808278,0.72226347
12/8/2019,64.57031747,25.82992233,65.9058751,0.305059105,0.633785168
12/15/2019,94.51744871,26.35869047,41.20880781,0.452360158,0.710380813
12/22/2019,108.2604803,26.1859883,77.13792644,0.519958052,0.685363735
12/29/2019,81.46139057,28.22157928,90.83845519,0.388141282,0.980232873
1/5/2020,106.0416937,27.65247198,79.44319619,0.5090445,0.897793826
1/12/2020,49.53359306,27.8609648,52.89514471,0.231097919,0.927995423
1/19/2020,100.7885404,27.42068599,70.73886024,0.483205797,0.864218056
1/26/2020,122.8320273,26.04188609,94.4728996,0.591631169,0.664489553
2/2/2020,109.1282212,26.355047,71.74219048,0.524226212,0.709853032
2/9/2020,172.4355856,26.92964851,90.71046922,0.835616354,0.793087952
2/16/2020,116.3078173,25.5733287,96.95628815,0.559540516,0.596615843
2/23/2020,140.5781422,26.74881353,82.87683434,0.678919043,0.76689278
3/1/2020,155.7421731,25.88415965,94.62501622,0.753506411,0.641641812
3/8/2020,184.9264403,25.57733949,68.72015583,0.897055163,0.597196834
3/15/2020,129.539266,26.11246774,93.47312424,0.624622086,0.674713784
3/22/2020,182.8258075,25.69189668,104.6992164,0.886722773,0.613791218
3/29/2020,160.2046612,24.88879809,100.4769327,0.775456067,0.497456949
4/5/2020,139.9323594,25.71150429,137.4613513,0.675742629,0.616631513
4/12/2020,167.4985785,23.90318673,105.7846904,0.811332682,0.35468447
4/19/2020,160.0821685,24.8560026,119.3468853,0.774853561,0.4927063
4/26/2020,141.123024,24.61332217,131.4453039,0.681599155,0.457552397
5/3/2020,150.7750737,23.76646517,145.9558642,0.729074723,0.334879426
5/10/2020,137.204373,24.01126517,114.7235596,0.662324473,0.370340364
5/17/2020,142.0577064,22.72476394,143.6954845,0.68619658,0.183981949
5/24/2020,147.3264983,24.08534097,127.1227967,0.712112204,0.381070745
5/31/2020,159.6037266,23.16983905,118.9594157,0.772500248,0.248454091
6/7/2020,96.51998325,22.81891337,134.4991471,0.462210031,0.197620131
6/14/2020,157.0196074,23.83114431,129.0493011,0.759789732,0.344248637
6/21/2020,68.19044482,22.54356802,116.6738144,0.322865437,0.157734493
6/28/2020,96.9642981,22.01908712,132.4650442,0.464395484,0.081759883
7/5/2020,104.5341433,21.91286247,117.3226238,0.501629307,0.066372524
7/12/2020,91.2608975,23.45333073,125.2346238,0.436342149,0.289519782
7/19/2020,66.26971638,22.18818391,124.395899,0.313417944,0.106254698
7/26/2020,67.95416467,24.3961336,126.762236,0.321703245,0.426091162
8/2/2020,56.0560965,21.82043823,93.91198995,0.263180178,0.052984246
8/9/2020,48.42534537,24.60043314,126.2117644,0.225646777,0.455685333
8/16/2020,72.08139705,23.71889406,74.91426689,0.342003877,0.327988429
8/23/2020,57.76127777,23.6825862,93.17857886,0.271567459,0.322728988
8/30/2020,33.01444656,23.56616921,100.720486,0.149845138,0.305865199
9/6/2020,61.89102295,24.43968122,88.7565385,0.29188045,0.432399329
9/13/2020,47.88948137,24.35885994,71.76182983,0.223011021,0.42069182
9/20/2020,56.69470993,25.39139895,71.7724988,0.266321328,0.570262087
9/27/2020,52.59257684,24.93848495,71.6336579,0.246144152,0.504654427
10/4/2020,23.85756734,25.20523781,67.05520722,0.104805166,0.543295385
10/11/2020,30.53987015,25.08554039,77.24883823,0.137673431,0.525956403
10/18/2020,58.84489754,25.53529039,65.65676666,0.276897463,0.591105737
10/25/2020,59.08004377,26.01730994,58.80866793,0.278054077,0.660929533
11/1/2020,50.20293617,24.81973445,71.13461377,0.234390219,0.487452613
11/8/2020,57.43590278,25.27329815,60.73368882,0.269967036,0.553154386
11/15/2020,85.76593842,26.91974142,68.01682596,0.409314075,0.791652843
11/22/2020,54.08468742,26.68108375,64.5555461,0.253483402,0.757081663
11/29/2020,83.0585573,26.57194112,52.3145404,0.395997271,0.741271615
12/6/2020,74.67985373,26.82808427,57.32392209,0.354784914,0.778375684
12/13/2020,81.28743608,27.14646934,69.30693852,0.387285651,0.824495918
12/20/2020,114.7433362,26.58555962,69.44802626,0.551845297,0.743244346
12/27/2020,116.508327,26.45017667,65.1217617,0.560526763,0.723633209
1/3/2021,123.5023935,27.13458878,75.46154167,0.594928502,0.822774938
1/10/2021,140.468516,26.28601529,89.45956305,0.678379824,0.699853321
1/17/2021,121.6963701,27.20129247,68.45081245,0.586045208,0.832437419
1/24/2021,141.5224497,25.6404138,81.83513438,0.683563811,0.606333575
1/31/2021,127.8785497,27.44262013,82.80791224,0.616453515,0.867395364
2/7/2021,146.2706865,26.91790456,85.77246165,0.706918979,0.791386761
2/14/2021,142.3077838,26.60803898,104.8460017,0.687426637,0.746500634
2/21/2021,151.3189513,26.93759831,104.9049962,0.731749896,0.794239535
2/28/2021,165.030502,27.21821954,107.1014361,0.799192946,0.83488942
3/7/2021,139.7365609,26.5497731,119.2811096,0.674779554,0.738060427
3/14/2021,200.1042546,24.3261838,106.017822,0.971710328,0.41595846
3/21/2021,139.4421848,24.48520849,117.9134698,0.673331605,0.438994262
3/28/2021,135.7162277,24.7041014,113.7271298,0.655004728,0.470702383
4/4/2021,182.7247499,24.91823716,121.7624119,0.886225701,0.501721398
4/11/2021,174.0897629,25.02229238,119.3846703,0.843752762,0.516794501
4/18/2021,168.5833709,23.916827,126.7913708,0.816668453,0.356660355
4/25/2021,165.6942717,24.32888803,135.0183012,0.802457832,0.416350185
5/2/2021,149.1340965,23.45437962,116.8419365,0.721003243,0.289671721
5/9/2021,126.9655575,23.3549096,154.0625527,0.611962777,0.275262814
5/16/2021,141.3034507,22.61588068,119.6653109,0.68248662,0.168209471
5/23/2021,120.5406506,22.79225879,117.4297366,0.580360567,0.193759035
5/30/2021,147.385785,22.35309132,145.6348499,0.712403818,0.130142652
6/6/2021,118.3351456,22.50170821,140.4538578,0.569512342,0.151670816
6/13/2021,97.84899592,23.83438711,134.1500225,0.46874705,0.344718378
6/20/2021,100.804484,22.37202938,134.416563,0.483284219,0.13288596
6/27/2021,108.2586291,24.84767747,121.4804579,0.519948947,0.491500349
7/4/2021,81.49330813,23.34782543,111.1793345,0.388298275,0.274236624
7/11/2021,69.19665223,23.15850906,117.7820704,0.327814673,0.246812866
7/18/2021,83.59745101,22.48363401,105.3243903,0.398647929,0.149052646
7/25/2021,77.0159411,23.65799459,123.431471,0.366275435,0.319166728
8/1/2021,55.77725169,22.87484234,112.0010874,0.261808623,0.205721821
8/8/2021,50.79187439,23.49832055,95.70939755,0.237287031,0.296036862
8/15/2021,59.73035386,25.36324101,97.48269039,0.28125276,0.566183219
8/22/2021,21.65928122,23.68304344,98.95517745,0.093992449,0.322795224
8/29/2021,18.72336297,24.7521039,79.89598488,0.079551539,0.47765587
9/5/2021,29.53014101,23.66806244,75.51799134,0.132706873,0.320625124
9/12/2021,37.47454792,24.36071229,85.1584706,0.171783054,0.420960145
9/19/2021,46.65561887,25.85864808,80.20956466,0.216942018,0.637946288
9/26/2021,69.50712434,24.41964866,67.46635101,0.329341793,0.429497477
10/3/2021,57.59066002,26.36874056,67.47512464,0.270728241,0.711836638
10/10/2021,38.54472036,25.83549529,71.83821231,0.177046914,0.634592449
10/17/2021,43.51870128,25.18142559,50.99556873,0.201512451,0.539846023
10/24/2021,26.82205117,26.24453412,45.23401778,0.119386583,0.693844494
10/31/2021,50.25070533,26.69764044,50.71808461,0.234625181,0.759480012
11/7/2021,49.31618233,26.65229492,52.48472875,0.23002854,0.752911406
11/14/2021,66.66701171,25.30029925,61.99337132,0.315372122,0.557065679
11/21/2021,49.37149633,26.05248192,72.7042746,0.230300613,0.666024431
11/28/2021,82.50353996,26.52746641,68.55439601,0.393267305,0.734829152
12/5/2021,109.378485,26.76307711,56.12683221,0.525457186,0.768958957
12/12/2021,83.46585717,27.33763262,61.11122077,0.398000658,0.852187213
12/19/2021,100.8020336,27.0877821,52.0932307,0.483272166,0.815994673
12/26/2021,113.8028798,26.06024892,66.1504232,0.547219471,0.667149535
1/2/2022,99.20779138,27.2636356,63.5897094,0.475430562,0.841468244
1/9/2022,118.8407895,27.39828625,74.00020703,0.571999454,0.860973302
1/16/2022,121.5281412,27.30736886,64.6228978,0.58521774,0.847803302
1/23/2022,129.8369123,27.58876883,80.50212398,0.62608612,0.888565994
1/30/2022,118.6236891,27.30595669,104.627091,0.570931602,0.84759874
2/6/2022,140.277563,26.90851238,87.0795143,0.677440583,0.79002624
2/13/2022,154.8706107,26.37970217,95.48122018,0.749219455,0.7134245
2/20/2022,178.4019041,25.08704197,102.2817279,0.864962905,0.526173918
2/27/2022,172.3127781,26.35312018,94.52467483,0.835012301,0.70957392
3/6/2022,199.1646237,25.98509544,105.3044737,0.967088562,0.656263044
3/13/2022,142.9095578,25.80490095,103.9168847,0.690386584,0.630160652
3/20/2022,177.0089452,24.48718836,110.9021474,0.858111353,0.43928106
3/27/2022,163.6668401,24.38473483,108.1742135,0.792485497,0.424439972
